addr,category,context,id1,name,rank,x,y
전라남도 진도군 임회면 죽림리 301,"여행,명소,체험마을","갯벌체험,맛조개,섬,바지락,굴구이",13142524,죽림 어촌체험마을,12,34.3914767,126.2599698
전라남도 진도군 임회면 남동리 149,"여행,명소,성곽명","유적지,섬,성곽길,평화로운,국립공원",13491116,진도 남도진성,14,34.3641629,126.1653968
전라남도 진도군 임회면 굴포리 산2,"자연명소,휴양림,산림욕장","휴양림,섬,체험관,국립공원,한지",615823579,국립진도자연휴양림,7,34.3575967,126.1864107
전라남도 진도군 임회면,"여행,명소,항구","섬,항구,국립공원,조그마한,경치",13490947,진도항,2,34.3740829,126.1343249
전라남도 진도군 의신면 사천리 61,"여행,명소,문화,유적","섬,미술관,테마파크,고즈넉한,촬영지",13190571,운림산방,3,34.4662878,126.3080578
전라남도 진도군 군내면 녹진리 산2-80,"여행,명소,지역명소","전망대,섬,야경,웅장한,경치",33797353,진도타워,1,34.5660422,126.3024562
전라남도 진도군 군내면 녹진리,"여행,명소,근린공원","공원,산책길,야경,전망대,산책로",17433857,이충무공승전공원,16,34.571132,126.300002
전라남도 진도군 고군면 금계리 153,"여행,명소,해수욕장,해변","해변,캠핑,해루질,깨끗한,체험관",11491643,가계해수욕장,9,34.4357949,126.3556291
전라남도 진도군 고군면 금계리 1212-32,"여행,명소,체험여행",,33419038,신비의바닷길체험관,20,34.427226,126.3513605
전라남도 진도군 고군면 금계리,"여행,명소,자연명소","섬,막걸리,공연,화사한,축제행사",19796863,진도신비의바닷길,5,34.4266562,126.3522951
전라남도 진도군 고군면,"여행,명소,섬","섬,산행,일몰",13491118,진도,10,34.4439167,126.2115001
전라남도 장흥군 회진면 회진리 200,"여행,명소,체험마을","메밀꽃밭,유채꽃밭,시장,소박한,촬영지",19828285,선학동 유채마을,8,34.4598738,126.9359553
전라남도 장흥군 회진면 회진리,"여행,명소,촬영장소",,17048801,영화[천년학]촬영지,18,34.4669545,126.9410629
전라남도 장흥군 장흥읍 향양리 862-1,"여행,명소,박물관","박물관,편백나무숲,비오는날",11783261,귀족호도박물관,15,34.6750179,126.9190625
전라남도 장흥군 장흥읍 행원리 1230,"여행,명소,과학관","과학관,닥터피쉬,체험관,신비한,체험학습",31679921,정남진물과학관,12,34.6860389,126.9001108
전라남도 장흥군 장흥읍 평화리 49-1,"여행,명소,천문대","과학관,천문대,야경,나들이,전망대",12027789,정남진천문과학관,13,34.6580945,126.9259068
전라남도 장흥군 장흥읍 평화리,"여행,명소,기념물",,17032670,송백정배롱나무군락지,16,34.6644571,126.917225
전라남도 장흥군 장흥읍 우산리 산20-1,"자연명소,휴양림,산림욕장","편백나무숲,산림욕장,낚시공원,깨끗한,힐링",13141770,정남진 편백숲 우드랜드,1,34.6682293,126.9340449
전라남도 장흥군 장흥읍 건산리 774-2,"여행,명소,관람,체험","공원,연꽃,시장,힐링,공연",34557567,탐진강생태수질정화생태습지원,20,34.6743438,126.9049119
전라남도 장흥군 장동면 하산리,"여행,명소,산,고개","철쭉,등산,휴양림,편안한,공원",11491519,제암산,10,34.709955,126.9757293
전라남도 장흥군 장동면 만년리,"여행,명소,문화재",,1966456985,해동사,17,34.7475832,126.938562
전라남도 장흥군 유치면 신월리 산2-1,"자연명소,휴양림,산림욕장","휴양림,계곡,캠핑,휴식,수영장",11491050,유치 자연휴양림,9,34.768927,126.832939
전라남도 장흥군 용산면 어산리 383-4,"여행,명소,식물원,수목원","수목원,편백나무숲,승마체험,화사한,글램핑",35387252,하늘빛수목정원,5,34.6352436,126.9034476
